1,8287734630
2,8287745362
3,9823764231
4,8824521346
5,9812346231
6,9821955543
7,9821956324
8,9821816234
9,9958344612
10,8825321498
11,9067196984
12,9550068255
13,9179603294
14,9858447461
15,9526325933
16,9662784376
17,9944963208
18,9340982369
19,9495207775
20,9446750387
21,9844378781
22,9105600426
23,9751954843
24,9154409829
25,9597838019
26,9924484656
27,9133252300
28,9126249414
29,9322842000
30,9992137609
31,9057236111
32,9795277477
33,9160125310
34,9429194755
35,9610314086
36,9409270565
37,9612225748
38,9005282461
39,9300806149
40,9134694302
41,9800304256
42,9919104197
43,9885867010
44,9521303323
45,9104860687
46,9430698550
47,9621670967
48,9811430217
49,9271608485
50,9045801415
51,9559876130
52,9565126365
53,9788633478
54,9333618950
55,9991060802
56,9800180410
57,9923696176
58,9985617266
59,9756939250
60,9304703017
61,9576368060
62,9429586791
63,9967981411
64,9053464238
65,9659007696
66,9330751506
67,9944826437
68,9503615161
69,9604136636
70,9574171002
71,9742612234
72,9910048500
73,9885669499
74,9802827733
75,9302647840
76,9101087484
77,9690671351
78,9972460960
79,9732627371
80,9951300459
81,9724940555
82,9751824295
83,9182404322
84,9596187151
85,9545851134
86,9912032546
87,9938118422
88,9341354363
89,9115057197
90,9838957012
91,9083778378
92,9430313910
93,9794728259
94,9855969515
95,9420451723
96,9706552428
97,9584969471
98,9080700947
99,9149157093
100,9221455349
101,9804062041
102,9598598717
103,9983168529
104,9778065528
105,9335506253
106,9391393901
107,9528688638
108,9954151573
109,9557360604
110,9576087136
